Combined_Key,Last_Update,Confirmed,Deaths
"Clare, Michigan, US",2022-04-21 04:20:46,6748,156
"Clinton, Michigan, US",2022-04-21 04:20:46,21354,208
"Crawford, Michigan, US",2022-04-21 04:20:46,2576,30
"Delta, Michigan, US",2022-04-21 04:20:46,9935,157
"Dickinson, Michigan, US",2022-04-21 04:20:46,7372,108
"Eaton, Michigan, US",2022-04-21 04:20:46,26926,400
"Emmet, Michigan, US",2022-04-21 04:20:46,6392,85
"Federal Correctional Institution (FCI), Michigan, US",2022-04-21 04:20:46,327,5
"Genesee, Michigan, US",2022-04-21 04:20:46,101611,1711
"Gladwin, Michigan, US",2022-04-21 04:20:46,5566,113
"Gogebic, Michigan, US",2022-04-21 04:20:46,3265,69
"Grand Traverse, Michigan, US",2022-04-21 04:20:46,17342,233
"Gratiot, Michigan, US",2022-04-21 04:20:46,10805,188
"Hillsdale, Michigan, US",2022-04-21 04:20:46,10342,204
"Houghton, Michigan, US",2022-04-21 04:20:46,7836,92
"Huron, Michigan, US",2022-04-21 04:20:46,8011,145
"Ingham, Michigan, US",2022-04-21 04:20:46,64433,764
"Ionia, Michigan, US",2022-04-21 04:20:46,16583,176
"Iosco, Michigan, US",2022-04-21 04:20:46,4810,142
"Iron, Michigan, US",2022-04-21 04:20:46,2649,87
"Isabella, Michigan, US",2022-04-21 04:20:46,15584,208
"Jackson, Michigan, US",2022-04-21 04:20:46,39543,554
"Kalamazoo, Michigan, US",2022-04-21 04:20:46,59524,674
"Kalkaska, Michigan, US",2022-04-21 04:20:46,3547,60
"Kent, Michigan, US",2022-04-21 04:20:46,167275,1526
"Keweenaw, Michigan, US",2022-04-21 04:20:46,511,13
"Lake, Michigan, US",2022-04-21 04:20:46,1842,37
"Lapeer, Michigan, US",2022-04-21 04:20:46,20333,418
"Leelanau, Michigan, US",2022-04-21 04:20:46,3603,54
"Lenawee, Michigan, US",2022-04-21 04:20:46,24590,322
"Livingston, Michigan, US",2022-04-21 04:20:46,46381,447
"Luce, Michigan, US",2022-04-21 04:20:46,1423,13
"Mackinac, Michigan, US",2022-04-21 04:20:46,2410,30
"Macomb, Michigan, US",2022-04-21 04:20:46,231728,3953
"Manistee, Michigan, US",2022-04-21 04:20:46,3704,88
"Marquette, Michigan, US",2022-04-21 04:20:46,15015,129
"Mason, Michigan, US",2022-04-21 04:20:46,6766,92
"Mecosta, Michigan, US",2022-04-21 04:20:46,8664,108
"Menominee, Michigan, US",2022-04-21 04:20:46,5625,70
"Michigan Department of Corrections (MDOC), Michigan, US",2022-04-21 04:20:46,38294,177
"Midland, Michigan, US",2022-04-21 04:20:46,19090,223
"Missaukee, Michigan, US",2022-04-21 04:20:46,2914,60
"Monroe, Michigan, US",2022-04-21 04:20:46,38147,473
"Montcalm, Michigan, US",2022-04-21 04:20:46,15070,210
"Montmorency, Michigan, US",2022-04-21 04:20:46,1717,48
"Muskegon, Michigan, US",2022-04-21 04:20:46,39787,637
"Newaygo, Michigan, US",2022-04-21 04:20:46,11485,158
"Oakland, Michigan, US",2022-04-21 04:20:46,289946,3829
"Oceana, Michigan, US",2022-04-21 04:20:46,6345,90
"Ogemaw, Michigan, US",2022-04-21 04:20:46,4312,106
"Ontonagon, Michigan, US",2022-04-21 04:20:46,994,38
"Osceola, Michigan, US",2022-04-21 04:20:46,5016,80
"Oscoda, Michigan, US",2022-04-21 04:20:46,1434,55
"Otsego, Michigan, US",2022-04-21 04:20:46,5632,100
"Ottawa, Michigan, US",2022-04-21 04:20:46,75061,788
"Out of MI, Michigan, US",2022-04-21 04:20:46,5820,40
"Presque Isle, Michigan, US",2022-04-21 04:20:46,2066,58
"Roscommon, Michigan, US",2022-04-21 04:20:46,4627,114
"Saginaw, Michigan, US",2022-04-21 04:20:46,49338,941
"Sanilac, Michigan, US",2022-04-21 04:20:46,8702,191
"Schoolcraft, Michigan, US",2022-04-21 04:20:46,1747,16
"Shiawassee, Michigan, US",2022-04-21 04:20:46,17831,230
"St. Clair, Michigan, US",2022-04-21 04:20:46,40811,832
"St. Joseph, Michigan, US",2022-04-21 04:20:46,13715,207
"Tuscola, Michigan, US",2022-04-21 04:20:46,13213,276
"Unassigned, Michigan, US",2022-04-21 04:20:46,18,0
"Van Buren, Michigan, US",2022-04-21 04:20:46,17084,270
"Washtenaw, Michigan, US",2022-04-21 04:20:46,77438,508
"Wayne, Michigan, US",2022-04-21 04:20:46,403366,7922
"Wexford, Michigan, US",2022-04-21 04:20:46,7086,106
"Aitkin, Minnesota, US",2022-04-21 04:20:46,2966,61
"Anoka, Minnesota, US",2022-04-21 04:20:46,98754,793
"Becker, Minnesota, US",2022-04-21 04:20:46,8825,92
"Beltrami, Minnesota, US",2022-04-21 04:20:46,12039,126
"Benton, Minnesota, US",2022-04-21 04:20:46,14045,174
"Big Stone, Minnesota, US",2022-04-21 04:20:46,1391,8
"Blue Earth, Minnesota, US",2022-04-21 04:20:46,18014,98
"Brown, Minnesota, US",2022-04-21 04:20:46,6539,81
"Carlton, Minnesota, US",2022-04-21 04:20:46,8908,96
"Carver, Minnesota, US",2022-04-21 04:20:46,26766,116
"Cass, Minnesota, US",2022-04-21 04:20:46,7027,80
"Chippewa, Minnesota, US",2022-04-21 04:20:46,3080,48
"Chisago, Minnesota, US",2022-04-21 04:20:46,14546,120
"Clay, Minnesota, US",2022-04-21 04:20:46,19819,124
"Clearwater, Minnesota, US",2022-04-21 04:20:46,2157,30
"Cook, Minnesota, US",2022-04-21 04:20:46,561,4
"Cottonwood, Minnesota, US",2022-04-21 04:20:46,3224,41
"Crow Wing, Minnesota, US",2022-04-21 04:20:46,15984,169
"Dakota, Minnesota, US",2022-04-21 04:20:46,110604,770
"Dodge, Minnesota, US",2022-04-21 04:20:46,5703,21
"Douglas, Minnesota, US",2022-04-21 04:20:46,10935,116
"Faribault, Minnesota, US",2022-04-21 04:20:46,3785,51
"Fillmore, Minnesota, US",2022-04-21 04:20:46,4799,24
"Freeborn, Minnesota, US",2022-04-21 04:20:46,9113,74
"Goodhue, Minnesota, US",2022-04-21 04:20:46,13188,131
"Grant, Minnesota, US",2022-04-21 04:20:46,1473,12
"Hennepin, Minnesota, US",2022-04-21 04:20:46,301310,2578
"Houston, Minnesota, US",2022-04-21 04:20:46,4556,18
"Hubbard, Minnesota, US",2022-04-21 04:20:46,4949,59
"Isanti, Minnesota, US",2022-04-21 04:20:46,10102,117
"Itasca, Minnesota, US",2022-04-21 04:20:46,11044,146
"Jackson, Minnesota, US",2022-04-21 04:20:46,2147,17
"Kanabec, Minnesota, US",2022-04-21 04:20:46,3510,56
"Kandiyohi, Minnesota, US",2022-04-21 04:20:46,13424,139
"Kittson, Minnesota, US",2022-04-21 04:20:46,1039,27
"Koochiching, Minnesota, US",2022-04-21 04:20:46,2718,37
"Lac qui Parle, Minnesota, US",2022-04-21 04:20:46,1743,29
"Lake, Minnesota, US",2022-04-21 04:20:46,2080,28
"Lake of the Woods, Minnesota, US",2022-04-21 04:20:46,765,6
"Le Sueur, Minnesota, US",2022-04-21 04:20:46,6484,51
"Lincoln, Minnesota, US",2022-04-21 04:20:46,1215,6
"Lyon, Minnesota, US",2022-04-21 04:20:46,7055,72
"Mahnomen, Minnesota, US",2022-04-21 04:20:46,1774,17
"Marshall, Minnesota, US",2022-04-21 04:20:46,2089,23
"Martin, Minnesota, US",2022-04-21 04:20:46,5597,64
"McLeod, Minnesota, US",2022-04-21 04:20:46,10593,108
"Meeker, Minnesota, US",2022-04-21 04:20:46,5936,75
"Mille Lacs, Minnesota, US",2022-04-21 04:20:46,7238,114
"Morrison, Minnesota, US",2022-04-21 04:20:46,9109,104
"Mower, Minnesota, US",2022-04-21 04:20:46,11877,73
"Murray, Minnesota, US",2022-04-21 04:20:46,2029,16
"Nicollet, Minnesota, US",2022-04-21 04:20:46,8034,66
"Nobles, Minnesota, US",2022-04-21 04:20:46,6956,60
"Norman, Minnesota, US",2022-04-21 04:20:46,1495,13
"Olmsted, Minnesota, US",2022-04-21 04:20:46,41557,179
"Otter Tail, Minnesota, US",2022-04-21 04:20:46,13588,167
"Pennington, Minnesota, US",2022-04-21 04:20:46,3571,41
"Pine, Minnesota, US",2022-04-21 04:20:46,7025,67
"Pipestone, Minnesota, US",2022-04-21 04:20:46,1990,34
"Polk, Minnesota, US",2022-04-21 04:20:46,8862,107
"Pope, Minnesota, US",2022-04-21 04:20:46,3043,17
"Ramsey, Minnesota, US",2022-04-21 04:20:46,124947,1335
"Red Lake, Minnesota, US",2022-04-21 04:20:46,937,13
"Redwood, Minnesota, US",2022-04-21 04:20:46,3921,53
"Renville, Minnesota, US",2022-04-21 04:20:46,3744,56
"Rice, Minnesota, US",2022-04-21 04:20:46,17962,175
"Rock, Minnesota, US",2022-04-21 04:20:46,2332,34
"Roseau, Minnesota, US",2022-04-21 04:20:46,4469,44
"Scott, Minnesota, US",2022-04-21 04:20:46,40306,260
"Sherburne, Minnesota, US",2022-04-21 04:20:46,27300,181
"Sibley, Minnesota, US",2022-04-21 04:20:46,3525,24
"St. Louis, Minnesota, US",2022-04-21 04:20:46,47252,530
"Stearns, Minnesota, US",2022-04-21 04:20:46,50888,367
"Steele, Minnesota, US",2022-04-21 04:20:46,10419,62
"Stevens, Minnesota, US",2022-04-21 04:20:46,2633,13
"Swift, Minnesota, US",2022-04-21 04:20:46,2291,33
"Todd, Minnesota, US",2022-04-21 04:20:46,6784,58
"Traverse, Minnesota, US",2022-04-21 04:20:46,857,10
"Unassigned, Minnesota, US",2022-04-21 04:20:46,788,260
"Wabasha, Minnesota, US",2022-04-21 04:20:46,5607,16
"Wadena, Minnesota, US",2022-04-21 04:20:46,4219,55
"Waseca, Minnesota, US",2022-04-21 04:20:46,5548,39
"Washington, Minnesota, US",2022-04-21 04:20:46,67228,479
"Watonwan, Minnesota, US",2022-04-21 04:20:46,2980,23
"Wilkin, Minnesota, US",2022-04-21 04:20:46,1654,22
"Winona, Minnesota, US",2022-04-21 04:20:46,12779,72
"Wright, Minnesota, US",2022-04-21 04:20:46,36625,305
"Yellow Medicine, Minnesota, US",2022-04-21 04:20:46,2535,29
"Adams, Mississippi, US",2022-04-21 04:20:46,7152,142
"Alcorn, Mississippi, US",2022-04-21 04:20:46,10064,160
"Amite, Mississippi, US",2022-04-21 04:20:46,3253,69
"Attala, Mississippi, US",2022-04-21 04:20:46,5321,113
"Benton, Mississippi, US",2022-04-21 04:20:46,2267,49
"Bolivar, Mississippi, US",2022-04-21 04:20:46,9295,179
"Calhoun, Mississippi, US",2022-04-21 04:20:46,4638,70
"Carroll, Mississippi, US",2022-04-21 04:20:46,2558,53
"Chickasaw, Mississippi, US",2022-04-21 04:20:46,5591,96
"Choctaw, Mississippi, US",2022-04-21 04:20:46,2312,33
"Claiborne, Mississippi, US",2022-04-21 04:20:46,2143,46
"Clarke, Mississippi, US",2022-04-21 04:20:46,4231,108
"Clay, Mississippi, US",2022-04-21 04:20:46,4964,98
"Coahoma, Mississippi, US",2022-04-21 04:20:46,6464,126
"Copiah, Mississippi, US",2022-04-21 04:20:46,7185,121
"Covington, Mississippi, US",2022-04-21 04:20:46,7072,113
"DeSoto, Mississippi, US",2022-04-21 04:20:46,50130,553
"Forrest, Mississippi, US",2022-04-21 04:20:46,22006,313
"Franklin, Mississippi, US",2022-04-21 04:20:46,1925,38
"George, Mississippi, US",2022-04-21 04:20:46,7141,87
"Greene, Mississippi, US",2022-04-21 04:20:46,3189,59
"Grenada, Mississippi, US",2022-04-21 04:20:46,5515,131
"Hancock, Mississippi, US",2022-04-21 04:20:46,12226,152
"Harrison, Mississippi, US",2022-04-21 04:20:46,53649,663
"Hinds, Mississippi, US",2022-04-21 04:20:46,52299,789
"Holmes, Mississippi, US",2022-04-21 04:20:46,4446,104
"Humphreys, Mississippi, US",2022-04-21 04:20:46,2030,45
"Issaquena, Mississippi, US",2022-04-21 04:20:46,262,9
"Itawamba, Mississippi, US",2022-04-21 04:20:46,7419,144
"Jackson, Mississippi, US",2022-04-21 04:20:46,36931,463
"Jasper, Mississippi, US",2022-04-21 04:20:46,4887,75
"Jefferson, Mississippi, US",2022-04-21 04:20:46,1482,37
"Jefferson Davis, Mississippi, US",2022-04-21 04:20:46,2853,53
"Jones, Mississippi, US",2022-04-21 04:20:46,21190,291
"Kemper, Mississippi, US",2022-04-21 04:20:46,2180,48
"Lafayette, Mississippi, US",2022-04-21 04:20:46,15287,179
"Lamar, Mississippi, US",2022-04-21 04:20:46,17379,160
"Lauderdale, Mississippi, US",2022-04-21 04:20:46,18818,367
"Lawrence, Mississippi, US",2022-04-21 04:20:46,3588,56
"Leake, Mississippi, US",2022-04-21 04:20:46,6404,120
"Lee, Mississippi, US",2022-04-21 04:20:46,26677,301
"Leflore, Mississippi, US",2022-04-21 04:20:46,7307,169
"Lincoln, Mississippi, US",2022-04-21 04:20:46,8310,157
"Lowndes, Mississippi, US",2022-04-21 04:20:46,17497,237
"Madison, Mississippi, US",2022-04-21 04:20:46,24040,328
"Marion, Mississippi, US",2022-04-21 04:20:46,6958,135
"Marshall, Mississippi, US",2022-04-21 04:20:46,9906,173
"Monroe, Mississippi, US",2022-04-21 04:20:46,10981,220
"Montgomery, Mississippi, US",2022-04-21 04:20:46,2958,77
"Neshoba, Mississippi, US",2022-04-21 04:20:46,10616,241
"Newton, Mississippi, US",2022-04-21 04:20:46,6021,98
"Noxubee, Mississippi, US",2022-04-21 04:20:46,2720,48
"Oktibbeha, Mississippi, US",2022-04-21 04:20:46,11102,161
"Panola, Mississippi, US",2022-04-21 04:20:46,10521,169
"Pearl River, Mississippi, US",2022-04-21 04:20:46,15065,275
"Perry, Mississippi, US",2022-04-21 04:20:46,3041,64
"Pike, Mississippi, US",2022-04-21 04:20:46,9736,189
"Pontotoc, Mississippi, US",2022-04-21 04:20:46,10336,144
"Prentiss, Mississippi, US",2022-04-21 04:20:46,8215,103
"Quitman, Mississippi, US",2022-04-21 04:20:46,1575,31
"Rankin, Mississippi, US",2022-04-21 04:20:46,36567,485
"Scott, Mississippi, US",2022-04-21 04:20:46,6529,118
"Sharkey, Mississippi, US",2022-04-21 04:20:46,952,26
"Simpson, Mississippi, US",2022-04-21 04:20:46,7006,148
"Smith, Mississippi, US",2022-04-21 04:20:46,4112,68
"Stone, Mississippi, US",2022-04-21 04:20:46,5400,71
"Sunflower, Mississippi, US",2022-04-21 04:20:46,5768,125
"Tallahatchie, Mississippi, US",2022-04-21 04:20:46,3193,60
"Tate, Mississippi, US",2022-04-21 04:20:46,7350,143
"Tippah, Mississippi, US",2022-04-21 04:20:46,7347,108
"Tishomingo, Mississippi, US",2022-04-21 04:20:46,6157,122
"Tunica, Mississippi, US",2022-04-21 04:20:46,2540,46
"Unassigned, Mississippi, US",2022-04-21 04:20:46,149,8
"Union, Mississippi, US",2022-04-21 04:20:46,9471,122
"Walthall, Mississippi, US",2022-04-21 04:20:46,3610,79
"Warren, Mississippi, US",2022-04-21 04:20:46,10213,202
"Washington, Mississippi, US",2022-04-21 04:20:46,10416,198
"Wayne, Mississippi, US",2022-04-21 04:20:46,6003,87
"Webster, Mississippi, US",2022-04-21 04:20:46,3387,70
"Wilkinson, Mississippi, US",2022-04-21 04:20:46,1797,46
"Winston, Mississippi, US",2022-04-21 04:20:46,5221,104
"Yalobusha, Mississippi, US",2022-04-21 04:20:46,4085,57
"Yazoo, Mississippi, US",2022-04-21 04:20:46,8044,107
"Adair, Missouri, US",2022-04-21 04:20:46,5502,62
"Andrew, Missouri, US",2022-04-21 04:20:46,4758,56
"Atchison, Missouri, US",2022-04-21 04:20:46,1390,21
"Audrain, Missouri, US",2022-04-21 04:20:46,5734,111
"Barry, Missouri, US",2022-04-21 04:20:46,6625,127
"Barton, Missouri, US",2022-04-21 04:20:46,2844,51
"Bates, Missouri, US",2022-04-21 04:20:46,3746,92
"Benton, Missouri, US",2022-04-21 04:20:46,4179,103
"Bollinger, Missouri, US",2022-04-21 04:20:46,2589,38
"Boone, Missouri, US",2022-04-21 04:20:46,43350,250
"Buchanan, Missouri, US",2022-04-21 04:20:46,22740,307
"Butler, Missouri, US",2022-04-21 04:20:46,10111,166
"Caldwell, Missouri, US",2022-04-21 04:20:46,1694,38
"Callaway, Missouri, US",2022-04-21 04:20:46,12072,127
"Camden, Missouri, US",2022-04-21 04:20:46,9280,179
"Cape Girardeau, Missouri, US",2022-04-21 04:20:46,18740,241
"Carroll, Missouri, US",2022-04-21 04:20:46,2226,44
"Carter, Missouri, US",2022-04-21 04:20:46,1499,24
"Cass, Missouri, US",2022-04-21 04:20:46,24967,307
"Cedar, Missouri, US",2022-04-21 04:20:46,2922,55
"Chariton, Missouri, US",2022-04-21 04:20:46,1699,36
"Christian, Missouri, US",2022-04-21 04:20:46,20868,256
"Clark, Missouri, US",2022-04-21 04:20:46,1590,32
"Clay, Missouri, US",2022-04-21 04:20:46,26987,351
"Clinton, Missouri, US",2022-04-21 04:20:46,4804,117
"Cole, Missouri, US",2022-04-21 04:20:46,20121,282
"Cooper, Missouri, US",2022-04-21 04:20:46,4141,75
"Crawford, Missouri, US",2022-04-21 04:20:46,5396,101
"Dade, Missouri, US",2022-04-21 04:20:46,1439,41
"Dallas, Missouri, US",2022-04-21 04:20:46,3812,71
"Daviess, Missouri, US",2022-04-21 04:20:46,1716,28
"DeKalb, Missouri, US",2022-04-21 04:20:46,2204,45
"Dent, Missouri, US",2022-04-21 04:20:46,3261,81
"Douglas, Missouri, US",2022-04-21 04:20:46,2550,79
"Dunklin, Missouri, US",2022-04-21 04:20:46,7456,117
"Franklin, Missouri, US",2022-04-21 04:20:46,22675,338
"Gasconade, Missouri, US",2022-04-21 04:20:46,3334,95
"Gentry, Missouri, US",2022-04-21 04:20:46,2158,31
"Greene, Missouri, US",2022-04-21 04:20:46,69975,1023
"Grundy, Missouri, US",2022-04-21 04:20:46,2485,67
"Harrison, Missouri, US",2022-04-21 04:20:46,1821,33
"Henry, Missouri, US",2022-04-21 04:20:46,5741,83
"Hickory, Missouri, US",2022-04-21 04:20:46,1827,56
"Holt, Missouri, US",2022-04-21 04:20:46,1055,29
"Howard, Missouri, US",2022-04-21 04:20:46,2167,25
"Howell, Missouri, US",2022-04-21 04:20:46,9002,210
"Iron, Missouri, US",2022-04-21 04:20:46,2197,43
"Jackson, Missouri, US",2022-04-21 04:20:46,97094,1210
"Jasper, Missouri, US",2022-04-21 04:20:46,34597,527
"Jefferson, Missouri, US",2022-04-21 04:20:46,53990,640
"Johnson, Missouri, US",2022-04-21 04:20:46,12165,140
"Kansas City, Missouri, US",2022-04-21 04:20:46,112687,1290
"Knox, Missouri, US",2022-04-21 04:20:46,977,13
"Laclede, Missouri, US",2022-04-21 04:20:46,8102,175
"Lafayette, Missouri, US",2022-04-21 04:20:46,7793,128
"Lawrence, Missouri, US",2022-04-21 04:20:46,7786,164
"Lewis, Missouri, US",2022-04-21 04:20:46,2745,35
"Lincoln, Missouri, US",2022-04-21 04:20:46,15127,137
"Linn, Missouri, US",2022-04-21 04:20:46,2549,64
"Livingston, Missouri, US",2022-04-21 04:20:46,3751,96
"Macon, Missouri, US",2022-04-21 04:20:46,3634,53
"Madison, Missouri, US",2022-04-21 04:20:46,3601,57
"Maries, Missouri, US",2022-04-21 04:20:46,1599,37
"Marion, Missouri, US",2022-04-21 04:20:46,7961,118
"McDonald, Missouri, US",2022-04-21 04:20:46,5353,67
"Mercer, Missouri, US",2022-04-21 04:20:46,697,13
"Miller, Missouri, US",2022-04-21 04:20:46,6101,118
"Mississippi, Missouri, US",2022-04-21 04:20:46,3457,56
"Moniteau, Missouri, US",2022-04-21 04:20:46,3814,56
"Monroe, Missouri, US",2022-04-21 04:20:46,2173,42
"Montgomery, Missouri, US",2022-04-21 04:20:46,2500,57
"Morgan, Missouri, US",2022-04-21 04:20:46,4025,109
"New Madrid, Missouri, US",2022-04-21 04:20:46,5030,85
"Newton, Missouri, US",2022-04-21 04:20:46,11730,203
"Nodaway, Missouri, US",2022-04-21 04:20:46,6037,44
"Oregon, Missouri, US",2022-04-21 04:20:46,2022,33
"Osage, Missouri, US",2022-04-21 04:20:46,3212,44
"Ozark, Missouri, US",2022-04-21 04:20:46,1710,55
"Pemiscot, Missouri, US",2022-04-21 04:20:46,3006,74
"Perry, Missouri, US",2022-04-21 04:20:46,4989,45
"Pettis, Missouri, US",2022-04-21 04:20:46,12208,160
"Phelps, Missouri, US",2022-04-21 04:20:46,10185,240
"Pike, Missouri, US",2022-04-21 04:20:46,4238,63
"Platte, Missouri, US",2022-04-21 04:20:46,10378,101
"Polk, Missouri, US",2022-04-21 04:20:46,8040,108
"Pulaski, Missouri, US",2022-04-21 04:20:46,8818,114
"Putnam, Missouri, US",2022-04-21 04:20:46,995,23
"Ralls, Missouri, US",2022-04-21 04:20:46,2455,26
"Randolph, Missouri, US",2022-04-21 04:20:46,6013,102
"Ray, Missouri, US",2022-04-21 04:20:46,5147,93
"Reynolds, Missouri, US",2022-04-21 04:20:46,1158,25
"Ripley, Missouri, US",2022-04-21 04:20:46,2690,61
"Saline, Missouri, US",2022-04-21 04:20:46,6269,102
"Schuyler, Missouri, US",2022-04-21 04:20:46,735,26
"Scotland, Missouri, US",2022-04-21 04:20:46,681,18
"Scott, Missouri, US",2022-04-21 04:20:46,11109,159
"Shannon, Missouri, US",2022-04-21 04:20:46,1607,38
"Shelby, Missouri, US",2022-04-21 04:20:46,1555,15
"St. Charles, Missouri, US",2022-04-21 04:20:46,93814,918
"St. Clair, Missouri, US",2022-04-21 04:20:46,2102,34
"St. Francois, Missouri, US",2022-04-21 04:20:46,19070,294
"St. Louis, Missouri, US",2022-04-21 04:20:46,222244,3318
"St. Louis City, Missouri, US",2022-04-21 04:20:46,56254,772
"Ste. Genevieve, Missouri, US",2022-04-21 04:20:46,3655,39
"Stoddard, Missouri, US",2022-04-21 04:20:46,6103,128
"Stone, Missouri, US",2022-04-21 04:20:46,5784,120
"Sullivan, Missouri, US",2022-04-21 04:20:46,1706,21
"Taney, Missouri, US",2022-04-21 04:20:46,13307,223
"Texas, Missouri, US",2022-04-21 04:20:46,4719,100
"Unassigned, Missouri, US",2022-04-21 04:20:46,0,0
"Vernon, Missouri, US",2022-04-21 04:20:46,5051,109
"Warren, Missouri, US",2022-04-21 04:20:46,8133,102
"Washington, Missouri, US",2022-04-21 04:20:46,5983,137
"Wayne, Missouri, US",2022-04-21 04:20:46,2400,53
"Webster, Missouri, US",2022-04-21 04:20:46,9025,146
"Worth, Missouri, US",2022-04-21 04:20:46,401,3
"Wright, Missouri, US",2022-04-21 04:20:46,3834,80
"Beaverhead, Montana, US",2022-04-21 04:20:46,2132,29
"Big Horn, Montana, US",2022-04-21 04:20:46,4961,94
"Blaine, Montana, US",2022-04-21 04:20:46,2068,32
"Broadwater, Montana, US",2022-04-21 04:20:46,1272,18
"Carbon, Montana, US",2022-04-21 04:20:46,2058,28
"Carter, Montana, US",2022-04-21 04:20:46,251,5
"Cascade, Montana, US",2022-04-21 04:20:46,25156,323
"Chouteau, Montana, US",2022-04-21 04:20:46,991,14
"Custer, Montana, US",2022-04-21 04:20:46,3052,46
"Daniels, Montana, US",2022-04-21 04:20:46,386,9
"Dawson, Montana, US",2022-04-21 04:20:46,2332,56
"Deer Lodge, Montana, US",2022-04-21 04:20:46,2557,28
"Fallon, Montana, US",2022-04-21 04:20:46,678,10
"Fergus, Montana, US",2022-04-21 04:20:46,2511,55
"Flathead, Montana, US",2022-04-21 04:20:46,29135,272
"Gallatin, Montana, US",2022-04-21 04:20:46,34258,119
"Garfield, Montana, US",2022-04-21 04:20:46,225,3
"Glacier, Montana, US",2022-04-21 04:20:46,3943,69
"Golden Valley, Montana, US",2022-04-21 04:20:46,150,5
"Granite, Montana, US",2022-04-21 04:20:46,532,8
"Hill, Montana, US",2022-04-21 04:20:46,4545,71
"Jefferson, Montana, US",2022-04-21 04:20:46,2594,23
"Judith Basin, Montana, US",2022-04-21 04:20:46,222,1
"Lake, Montana, US",2022-04-21 04:20:46,6590,98
"Lewis and Clark, Montana, US",2022-04-21 04:20:46,17602,173
"Liberty, Montana, US",2022-04-21 04:20:46,398,4
"Lincoln, Montana, US",2022-04-21 04:20:46,4750,86
"Madison, Montana, US",2022-04-21 04:20:46,1807,20
"McCone, Montana, US",2022-04-21 04:20:46,383,9
"Meagher, Montana, US",2022-04-21 04:20:46,409,10
"Mineral, Montana, US",2022-04-21 04:20:46,1094,17
"Missoula, Montana, US",2022-04-21 04:20:46,27399,201
"Musselshell, Montana, US",2022-04-21 04:20:46,914,26
"Park, Montana, US",2022-04-21 04:20:46,4194,35
"Petroleum, Montana, US",2022-04-21 04:20:46,35,1
"Phillips, Montana, US",2022-04-21 04:20:46,1062,28
"Pondera, Montana, US",2022-04-21 04:20:46,1164,6
"Powder River, Montana, US",2022-04-21 04:20:46,340,10
"Powell, Montana, US",2022-04-21 04:20:46,1870,28
"Prairie, Montana, US",2022-04-21 04:20:46,263,3
"Ravalli, Montana, US",2022-04-21 04:20:46,7046,141
"Richland, Montana, US",2022-04-21 04:20:46,2634,33
"Roosevelt, Montana, US",2022-04-21 04:20:46,3274,72
"Rosebud, Montana, US",2022-04-21 04:20:46,2632,60
"Sanders, Montana, US",2022-04-21 04:20:46,2149,47
"Sheridan, Montana, US",2022-04-21 04:20:46,696,11
"Silver Bow, Montana, US",2022-04-21 04:20:46,8483,130
"Stillwater, Montana, US",2022-04-21 04:20:46,1532,30
"Sweet Grass, Montana, US",2022-04-21 04:20:46,775,12
"Teton, Montana, US",2022-04-21 04:20:46,1279,23
"Toole, Montana, US",2022-04-21 04:20:46,1245,23
"Treasure, Montana, US",2022-04-21 04:20:46,133,1
"Unassigned, Montana, US",2022-04-21 04:20:46,0,0
"Valley, Montana, US",2022-04-21 04:20:46,1704,36
"Wheatland, Montana, US",2022-04-21 04:20:46,386,14
"Wibaux, Montana, US",2022-04-21 04:20:46,204,8
"Yellowstone, Montana, US",2022-04-21 04:20:46,42916,548
"Adams, Nebraska, US",2022-04-21 04:20:46,6506,73
"Antelope, Nebraska, US",2022-04-21 04:20:46,1076,14
"Arthur, Nebraska, US",2022-04-21 04:20:46,32,1
"Banner, Nebraska, US",2022-04-21 04:20:46,89,2
"Blaine, Nebraska, US",2022-04-21 04:20:46,67,3
"Boone, Nebraska, US",2022-04-21 04:20:46,1094,5
"Box Butte, Nebraska, US",2022-04-21 04:20:46,2338,17
"Boyd, Nebraska, US",2022-04-21 04:20:46,405,7
"Brown, Nebraska, US",2022-04-21 04:20:46,508,4
"Buffalo, Nebraska, US",2022-04-21 04:20:46,12009,100
"Burt, Nebraska, US",2022-04-21 04:20:46,1346,16
"Butler, Nebraska, US",2022-04-21 04:20:46,1911,18
"Cass, Nebraska, US",2022-04-21 04:20:46,6135,39
"Cedar, Nebraska, US",2022-04-21 04:20:46,1512,14
"Chase, Nebraska, US",2022-04-21 04:20:46,744,7
"Cherry, Nebraska, US",2022-04-21 04:20:46,537,10
"Cheyenne, Nebraska, US",2022-04-21 04:20:46,2031,24
"Clay, Nebraska, US",2022-04-21 04:20:46,1516,24
"Colfax, Nebraska, US",2022-04-21 04:20:46,2735,27
"Cuming, Nebraska, US",2022-04-21 04:20:46,1807,15
"Custer, Nebraska, US",2022-04-21 04:20:46,2033,30
"Dakota, Nebraska, US",2022-04-21 04:20:46,6900,70
"Dawes, Nebraska, US",2022-04-21 04:20:46,1364,11
"Dawson, Nebraska, US",2022-04-21 04:20:46,5265,44
"Deuel, Nebraska, US",2022-04-21 04:20:46,322,2
"Dixon, Nebraska, US",2022-04-21 04:20:46,1181,10
"Dodge, Nebraska, US",2022-04-21 04:20:46,10162,108
"Douglas, Nebraska, US",2022-04-21 04:20:46,149908,1032
