Combined_Key,Last_Update,Confirmed,Deaths
"El Paso, Colorado, US",2022-04-21 04:20:46,186140,1615
"Elbert, Colorado, US",2022-04-21 04:20:46,4793,37
"Fremont, Colorado, US",2022-04-21 04:20:46,15273,179
"Garfield, Colorado, US",2022-04-21 04:20:46,14738,90
"Gilpin, Colorado, US",2022-04-21 04:20:46,953,4
"Grand, Colorado, US",2022-04-21 04:20:46,3528,26
"Gunnison, Colorado, US",2022-04-21 04:20:46,3387,14
"Hinsdale, Colorado, US",2022-04-21 04:20:46,129,0
"Huerfano, Colorado, US",2022-04-21 04:20:46,1443,31
"Jackson, Colorado, US",2022-04-21 04:20:46,165,0
"Jefferson, Colorado, US",2022-04-21 04:20:46,124313,1328
"Kiowa, Colorado, US",2022-04-21 04:20:46,335,6
"Kit Carson, Colorado, US",2022-04-21 04:20:46,1610,34
"La Plata, Colorado, US",2022-04-21 04:20:46,12826,81
"Lake, Colorado, US",2022-04-21 04:20:46,1803,2
"Larimer, Colorado, US",2022-04-21 04:20:46,78368,480
"Las Animas, Colorado, US",2022-04-21 04:20:46,3604,40
"Lincoln, Colorado, US",2022-04-21 04:20:46,2180,9
"Logan, Colorado, US",2022-04-21 04:20:46,7440,107
"Mesa, Colorado, US",2022-04-21 04:20:46,42625,534
"Mineral, Colorado, US",2022-04-21 04:20:46,233,1
"Moffat, Colorado, US",2022-04-21 04:20:46,3023,51
"Montezuma, Colorado, US",2022-04-21 04:20:46,6186,75
"Montrose, Colorado, US",2022-04-21 04:20:46,9315,158
"Morgan, Colorado, US",2022-04-21 04:20:46,5668,135
"Otero, Colorado, US",2022-04-21 04:20:46,4290,127
"Ouray, Colorado, US",2022-04-21 04:20:46,861,6
"Out of CO, Colorado, US",2022-04-21 04:20:46,0,0
"Park, Colorado, US",2022-04-21 04:20:46,2843,20
"Phillips, Colorado, US",2022-04-21 04:20:46,889,18
"Pitkin, Colorado, US",2022-04-21 04:20:46,6518,6
"Prowers, Colorado, US",2022-04-21 04:20:46,2639,48
"Pueblo, Colorado, US",2022-04-21 04:20:46,46665,777
"Rio Blanco, Colorado, US",2022-04-21 04:20:46,1681,13
"Rio Grande, Colorado, US",2022-04-21 04:20:46,2808,46
"Routt, Colorado, US",2022-04-21 04:20:46,6448,25
"Saguache, Colorado, US",2022-04-21 04:20:46,1190,12
"San Juan, Colorado, US",2022-04-21 04:20:46,202,0
"San Miguel, Colorado, US",2022-04-21 04:20:46,2282,8
"Sedgwick, Colorado, US",2022-04-21 04:20:46,484,9
"Summit, Colorado, US",2022-04-21 04:20:46,9872,14
"Teller, Colorado, US",2022-04-21 04:20:46,4842,57
"Unassigned, Colorado, US",2022-04-21 04:20:46,128,0
"Washington, Colorado, US",2022-04-21 04:20:46,1061,27
"Weld, Colorado, US",2022-04-21 04:20:46,83837,696
"Yuma, Colorado, US",2022-04-21 04:20:46,1883,23
"Fairfield, Connecticut, US",2022-04-21 04:20:46,206516,2711
"Hartford, Connecticut, US",2022-04-21 04:20:46,179651,3130
"Litchfield, Connecticut, US",2022-04-21 04:20:46,32219,456
"Middlesex, Connecticut, US",2022-04-21 04:20:46,28502,480
"New Haven, Connecticut, US",2022-04-21 04:20:46,198147,2817
"New London, Connecticut, US",2022-04-21 04:20:46,55721,657
"Tolland, Connecticut, US",2022-04-21 04:20:46,20911,272
"Unassigned, Connecticut, US",2022-04-21 04:20:46,2231,1
"Windham, Connecticut, US",2022-04-21 04:20:46,25885,301
"Kent, Delaware, US",2022-04-21 04:20:46,50551,643
"New Castle, Delaware, US",2022-04-21 04:20:46,147570,1408
"Sussex, Delaware, US",2022-04-21 04:20:46,61751,845
"Unassigned, Delaware, US",2022-04-21 04:20:46,863,0
"Diamond Princess, US",2020-08-04 02:27:56,49,0
"District of Columbia, District of Columbia ,US",2022-04-21 04:20:46,140674,1333
"Alachua, Florida, US",2022-04-21 04:20:46,68452,663
"Baker, Florida, US",2022-04-21 04:20:46,8693,142
"Bay, Florida, US",2022-04-21 04:20:46,46531,821
"Bradford, Florida, US",2022-04-21 04:20:46,7488,149
"Brevard, Florida, US",2022-04-21 04:20:46,134227,2088
"Broward, Florida, US",2022-04-21 04:20:46,605192,5825
"Calhoun, Florida, US",2022-04-21 04:20:46,4093,98
"Charlotte, Florida, US",2022-04-21 04:20:46,36079,806
"Citrus, Florida, US",2022-04-21 04:20:46,29638,975
"Clay, Florida, US",2022-04-21 04:20:46,53547,850
"Collier, Florida, US",2022-04-21 04:20:46,85122,995
"Columbia, Florida, US",2022-04-21 04:20:46,21186,397
"DeSoto, Florida, US",2022-04-21 04:20:46,9414,150
"Dixie, Florida, US",2022-04-21 04:20:46,4038,70
"Duval, Florida, US",2022-04-21 04:20:46,254286,3393
"Escambia, Florida, US",2022-04-21 04:20:46,81569,1310
"Flagler, Florida, US",2022-04-21 04:20:46,22435,355
"Franklin, Florida, US",2022-04-21 04:20:46,3116,52
"Gadsden, Florida, US",2022-04-21 04:20:46,13451,204
"Gilchrist, Florida, US",2022-04-21 04:20:46,4543,92
"Glades, Florida, US",2022-04-21 04:20:46,1990,36
"Gulf, Florida, US",2022-04-21 04:20:46,4304,76
"Hamilton, Florida, US",2022-04-21 04:20:46,3850,56
"Hardee, Florida, US",2022-04-21 04:20:46,8675,125
"Hendry, Florida, US",2022-04-21 04:20:46,11708,160
"Hernando, Florida, US",2022-04-21 04:20:46,42098,1091
"Highlands, Florida, US",2022-04-21 04:20:46,24175,682
"Hillsborough, Florida, US",2022-04-21 04:20:46,376164,3769
"Holmes, Florida, US",2022-04-21 04:20:46,5449,87
"Indian River, Florida, US",2022-04-21 04:20:46,32601,652
"Jackson, Florida, US",2022-04-21 04:20:46,14864,280
"Jefferson, Florida, US",2022-04-21 04:20:46,3961,61
"Lafayette, Florida, US",2022-04-21 04:20:46,2776,61
"Lake, Florida, US",2022-04-21 04:20:46,85525,1501
"Lee, Florida, US",2022-04-21 04:20:46,191597,2149
"Leon, Florida, US",2022-04-21 04:20:46,85879,657
"Levy, Florida, US",2022-04-21 04:20:46,10257,168
"Liberty, Florida, US",2022-04-21 04:20:46,2499,30
"Madison, Florida, US",2022-04-21 04:20:46,5855,97
"Manatee, Florida, US",2022-04-21 04:20:46,96476,1424
"Marion, Florida, US",2022-04-21 04:20:46,83496,2091
"Martin, Florida, US",2022-04-21 04:20:46,30607,609
"Miami-Dade, Florida, US",2022-04-21 04:20:46,1189146,10877
"Monroe, Florida, US",2022-04-21 04:20:46,18433,119
"Nassau, Florida, US",2022-04-21 04:20:46,22176,293
"Okaloosa, Florida, US",2022-04-21 04:20:46,51604,688
"Okeechobee, Florida, US",2022-04-21 04:20:46,10673,182
"Orange, Florida, US",2022-04-21 04:20:46,378962,2821
"Osceola, Florida, US",2022-04-21 04:20:46,114458,1143
"Palm Beach, Florida, US",2022-04-21 04:20:46,370017,5029
"Pasco, Florida, US",2022-04-21 04:20:46,122556,1885
"Pinellas, Florida, US",2022-04-21 04:20:46,211065,3334
"Polk, Florida, US",2022-04-21 04:20:46,200495,2982
"Putnam, Florida, US",2022-04-21 04:20:46,17593,423
"Santa Rosa, Florida, US",2022-04-21 04:20:46,48607,618
"Sarasota, Florida, US",2022-04-21 04:20:46,91126,1606
"Seminole, Florida, US",2022-04-21 04:20:46,103851,1088
"St. Johns, Florida, US",2022-04-21 04:20:46,62785,565
"St. Lucie, Florida, US",2022-04-21 04:20:46,74364,1218
"Sumter, Florida, US",2022-04-21 04:20:46,21858,572
"Suwannee, Florida, US",2022-04-21 04:20:46,12961,314
"Taylor, Florida, US",2022-04-21 04:20:46,7003,101
"Unassigned, Florida, US",2022-04-21 04:20:46,2963,62
"Union, Florida, US",2022-04-21 04:20:46,4311,115
"Volusia, Florida, US",2022-04-21 04:20:46,117477,1982
"Wakulla, Florida, US",2022-04-21 04:20:46,9945,125
"Walton, Florida, US",2022-04-21 04:20:46,17371,210
"Washington, Florida, US",2022-04-21 04:20:46,6646,110
"Appling, Georgia, US",2022-04-21 04:20:46,4808,126
"Atkinson, Georgia, US",2022-04-21 04:20:46,2150,48
"Bacon, Georgia, US",2022-04-21 04:20:46,3440,76
"Baker, Georgia, US",2022-04-21 04:20:46,536,15
"Baldwin, Georgia, US",2022-04-21 04:20:46,9515,236
"Banks, Georgia, US",2022-04-21 04:20:46,3914,92
"Barrow, Georgia, US",2022-04-21 04:20:46,21881,255
"Bartow, Georgia, US",2022-04-21 04:20:46,29214,443
"Ben Hill, Georgia, US",2022-04-21 04:20:46,4300,122
"Berrien, Georgia, US",2022-04-21 04:20:46,4935,83
"Bibb, Georgia, US",2022-04-21 04:20:46,37116,781
"Bleckley, Georgia, US",2022-04-21 04:20:46,3313,97
"Brantley, Georgia, US",2022-04-21 04:20:46,4141,108
"Brooks, Georgia, US",2022-04-21 04:20:46,3416,85
"Bryan, Georgia, US",2022-04-21 04:20:46,9121,91
"Bulloch, Georgia, US",2022-04-21 04:20:46,15332,263
"Burke, Georgia, US",2022-04-21 04:20:46,5277,109
"Butts, Georgia, US",2022-04-21 04:20:46,6468,154
"Calhoun, Georgia, US",2022-04-21 04:20:46,1341,22
"Camden, Georgia, US",2022-04-21 04:20:46,11366,119
"Candler, Georgia, US",2022-04-21 04:20:46,2167,96
"Carroll, Georgia, US",2022-04-21 04:20:46,23702,456
"Catoosa, Georgia, US",2022-04-21 04:20:46,14615,162
"Charlton, Georgia, US",2022-04-21 04:20:46,3015,62
"Chatham, Georgia, US",2022-04-21 04:20:46,63660,877
"Chattahoochee, Georgia, US",2022-04-21 04:20:46,7454,22
"Chattooga, Georgia, US",2022-04-21 04:20:46,6637,132
"Cherokee, Georgia, US",2022-04-21 04:20:46,63117,622
"Clarke, Georgia, US",2022-04-21 04:20:46,29677,230
"Clay, Georgia, US",2022-04-21 04:20:46,528,6
"Clayton, Georgia, US",2022-04-21 04:20:46,63996,965
"Clinch, Georgia, US",2022-04-21 04:20:46,2117,42
"Cobb, Georgia, US",2022-04-21 04:20:46,174346,1788
"Coffee, Georgia, US",2022-04-21 04:20:46,11046,282
"Colquitt, Georgia, US",2022-04-21 04:20:46,11046,242
"Columbia, Georgia, US",2022-04-21 04:20:46,35970,384
"Cook, Georgia, US",2022-04-21 04:20:46,4885,75
"Coweta, Georgia, US",2022-04-21 04:20:46,32964,486
"Crawford, Georgia, US",2022-04-21 04:20:46,1761,54
"Crisp, Georgia, US",2022-04-21 04:20:46,4644,136
"Dade, Georgia, US",2022-04-21 04:20:46,3299,28
"Dawson, Georgia, US",2022-04-21 04:20:46,6862,101
"DeKalb, Georgia, US",2022-04-21 04:20:46,149727,1716
"Decatur, Georgia, US",2022-04-21 04:20:46,7171,130
"Dodge, Georgia, US",2022-04-21 04:20:46,5193,150
"Dooly, Georgia, US",2022-04-21 04:20:46,2363,69
"Dougherty, Georgia, US",2022-04-21 04:20:46,19537,494
"Douglas, Georgia, US",2022-04-21 04:20:46,34884,397
"Early, Georgia, US",2022-04-21 04:20:46,2727,62
"Echols, Georgia, US",2022-04-21 04:20:46,933,12
"Effingham, Georgia, US",2022-04-21 04:20:46,13148,193
"Elbert, Georgia, US",2022-04-21 04:20:46,4534,108
"Emanuel, Georgia, US",2022-04-21 04:20:46,5892,158
"Evans, Georgia, US",2022-04-21 04:20:46,2372,65
"Fannin, Georgia, US",2022-04-21 04:20:46,5104,156
"Fayette, Georgia, US",2022-04-21 04:20:46,22470,318
"Floyd, Georgia, US",2022-04-21 04:20:46,27220,520
"Forsyth, Georgia, US",2022-04-21 04:20:46,54673,394
"Franklin, Georgia, US",2022-04-21 04:20:46,5343,101
"Fulton, Georgia, US",2022-04-21 04:20:46,218084,2300
"Gilmer, Georgia, US",2022-04-21 04:20:46,6890,175
"Glascock, Georgia, US",2022-04-21 04:20:46,606,25
"Glynn, Georgia, US",2022-04-21 04:20:46,23155,406
"Gordon, Georgia, US",2022-04-21 04:20:46,16406,264
"Grady, Georgia, US",2022-04-21 04:20:46,5731,111
"Greene, Georgia, US",2022-04-21 04:20:46,3925,85
"Gwinnett, Georgia, US",2022-04-21 04:20:46,208285,1872
"Habersham, Georgia, US",2022-04-21 04:20:46,9983,263
"Hall, Georgia, US",2022-04-21 04:20:46,53398,839
"Hancock, Georgia, US",2022-04-21 04:20:46,1572,90
"Haralson, Georgia, US",2022-04-21 04:20:46,5400,172
"Harris, Georgia, US",2022-04-21 04:20:46,6072,112
"Hart, Georgia, US",2022-04-21 04:20:46,4829,98
"Heard, Georgia, US",2022-04-21 04:20:46,2166,52
"Henry, Georgia, US",2022-04-21 04:20:46,57848,683
"Houston, Georgia, US",2022-04-21 04:20:46,39351,497
"Irwin, Georgia, US",2022-04-21 04:20:46,1884,49
"Jackson, Georgia, US",2022-04-21 04:20:46,21191,291
"Jasper, Georgia, US",2022-04-21 04:20:46,3131,72
"Jeff Davis, Georgia, US",2022-04-21 04:20:46,3924,71
"Jefferson, Georgia, US",2022-04-21 04:20:46,3640,110
"Jenkins, Georgia, US",2022-04-21 04:20:46,1494,66
"Johnson, Georgia, US",2022-04-21 04:20:46,2248,72
"Jones, Georgia, US",2022-04-21 04:20:46,5032,108
"Lamar, Georgia, US",2022-04-21 04:20:46,4839,112
"Lanier, Georgia, US",2022-04-21 04:20:46,2264,24
"Laurens, Georgia, US",2022-04-21 04:20:46,13713,298
"Lee, Georgia, US",2022-04-21 04:20:46,7223,103
"Liberty, Georgia, US",2022-04-21 04:20:46,12304,144
"Lincoln, Georgia, US",2022-04-21 04:20:46,1601,35
"Long, Georgia, US",2022-04-21 04:20:46,2770,34
"Lowndes, Georgia, US",2022-04-21 04:20:46,30990,389
"Lumpkin, Georgia, US",2022-04-21 04:20:46,7163,132
"Macon, Georgia, US",2022-04-21 04:20:46,2141,49
"Madison, Georgia, US",2022-04-21 04:20:46,6923,108
"Marion, Georgia, US",2022-04-21 04:20:46,1513,50
"McDuffie, Georgia, US",2022-04-21 04:20:46,5040,97
"McIntosh, Georgia, US",2022-04-21 04:20:46,2451,37
"Meriwether, Georgia, US",2022-04-21 04:20:46,4460,144
"Miller, Georgia, US",2022-04-21 04:20:46,1704,30
"Mitchell, Georgia, US",2022-04-21 04:20:46,5179,117
"Monroe, Georgia, US",2022-04-21 04:20:46,5867,172
"Montgomery, Georgia, US",2022-04-21 04:20:46,2064,53
"Morgan, Georgia, US",2022-04-21 04:20:46,4527,68
"Murray, Georgia, US",2022-04-21 04:20:46,11498,187
"Muscogee, Georgia, US",2022-04-21 04:20:46,38129,817
"Newton, Georgia, US",2022-04-21 04:20:46,24603,455
"Oconee, Georgia, US",2022-04-21 04:20:46,8743,106
"Oglethorpe, Georgia, US",2022-04-21 04:20:46,3224,56
"Out of GA, Georgia, US",2022-04-21 04:20:46,79632,1442
"Paulding, Georgia, US",2022-04-21 04:20:46,38049,430
"Peach, Georgia, US",2022-04-21 04:20:46,6174,133
"Pickens, Georgia, US",2022-04-21 04:20:46,8310,164
"Pierce, Georgia, US",2022-04-21 04:20:46,5730,131
"Pike, Georgia, US",2022-04-21 04:20:46,5445,97
"Polk, Georgia, US",2022-04-21 04:20:46,11847,191
"Pulaski, Georgia, US",2022-04-21 04:20:46,2157,78
"Putnam, Georgia, US",2022-04-21 04:20:46,4491,106
"Quitman, Georgia, US",2022-04-21 04:20:46,424,4
"Rabun, Georgia, US",2022-04-21 04:20:46,3647,97
"Randolph, Georgia, US",2022-04-21 04:20:46,1478,48
"Richmond, Georgia, US",2022-04-21 04:20:46,50090,886
"Rockdale, Georgia, US",2022-04-21 04:20:46,18523,320
"Schley, Georgia, US",2022-04-21 04:20:46,1163,11
"Screven, Georgia, US",2022-04-21 04:20:46,2641,69
"Seminole, Georgia, US",2022-04-21 04:20:46,2137,30
"Spalding, Georgia, US",2022-04-21 04:20:46,15834,416
"Stephens, Georgia, US",2022-04-21 04:20:46,6259,157
"Stewart, Georgia, US",2022-04-21 04:20:46,2573,33
"Sumter, Georgia, US",2022-04-21 04:20:46,6822,167
"Talbot, Georgia, US",2022-04-21 04:20:46,1165,32
"Taliaferro, Georgia, US",2022-04-21 04:20:46,267,3
"Tattnall, Georgia, US",2022-04-21 04:20:46,5082,131
"Taylor, Georgia, US",2022-04-21 04:20:46,1980,53
"Telfair, Georgia, US",2022-04-21 04:20:46,3059,85
"Terrell, Georgia, US",2022-04-21 04:20:46,2030,66
"Thomas, Georgia, US",2022-04-21 04:20:46,11695,210
"Tift, Georgia, US",2022-04-21 04:20:46,11520,216
"Toombs, Georgia, US",2022-04-21 04:20:46,7077,199
"Towns, Georgia, US",2022-04-21 04:20:46,2381,115
"Treutlen, Georgia, US",2022-04-21 04:20:46,1628,61
"Troup, Georgia, US",2022-04-21 04:20:46,15413,378
"Turner, Georgia, US",2022-04-21 04:20:46,2544,60
"Twiggs, Georgia, US",2022-04-21 04:20:46,1536,69
"Unassigned, Georgia, US",2022-04-21 04:20:46,10701,6
"Union, Georgia, US",2022-04-21 04:20:46,4858,155
"Upson, Georgia, US",2022-04-21 04:20:46,7737,233
"Walker, Georgia, US",2022-04-21 04:20:46,16835,239
"Walton, Georgia, US",2022-04-21 04:20:46,21845,433
"Ware, Georgia, US",2022-04-21 04:20:46,9894,277
"Warren, Georgia, US",2022-04-21 04:20:46,1057,30
"Washington, Georgia, US",2022-04-21 04:20:46,4378,138
"Wayne, Georgia, US",2022-04-21 04:20:46,7774,204
"Webster, Georgia, US",2022-04-21 04:20:46,437,8
"Wheeler, Georgia, US",2022-04-21 04:20:46,1412,39
"White, Georgia, US",2022-04-21 04:20:46,6775,163
"Whitfield, Georgia, US",2022-04-21 04:20:46,34022,435
"Wilcox, Georgia, US",2022-04-21 04:20:46,1994,70
"Wilkes, Georgia, US",2022-04-21 04:20:46,2241,52
"Wilkinson, Georgia, US",2022-04-21 04:20:46,2226,56
"Worth, Georgia, US",2022-04-21 04:20:46,4610,117
"Grand Princess, US",2020-08-04 02:27:56,103,3
"Guam, US",2022-04-21 04:20:46,47871,354
"Hawaii, Hawaii, US",2022-04-21 04:20:46,26651,185
"Honolulu, Hawaii, US",2022-04-21 04:20:46,169656,1043
"Kauai, Hawaii, US",2022-04-21 04:20:46,12049,28
"Maui, Hawaii, US",2022-04-21 04:20:46,30407,139
"Out of HI, Hawaii, US",2022-04-21 04:20:46,6272,12
"Unassigned, Hawaii, US",2022-04-21 04:20:46,0,0
"Ada, Idaho, US",2022-04-21 04:20:46,134084,1019
"Adams, Idaho, US",2022-04-21 04:20:46,700,15
"Bannock, Idaho, US",2022-04-21 04:20:46,20813,247
"Bear Lake, Idaho, US",2022-04-21 04:20:46,913,16
"Benewah, Idaho, US",2022-04-21 04:20:46,2396,41
"Bingham, Idaho, US",2022-04-21 04:20:46,9783,154
"Blaine, Idaho, US",2022-04-21 04:20:46,5995,30
"Boise, Idaho, US",2022-04-21 04:20:46,1091,14
"Bonner, Idaho, US",2022-04-21 04:20:46,8875,186
"Bonneville, Idaho, US",2022-04-21 04:20:46,30837,285
"Boundary, Idaho, US",2022-04-21 04:20:46,2087,62
"Butte, Idaho, US",2022-04-21 04:20:46,475,9
"Camas, Idaho, US",2022-04-21 04:20:46,158,2
"Canyon, Idaho, US",2022-04-21 04:20:46,61465,685
"Caribou, Idaho, US",2022-04-21 04:20:46,1485,26
"Cassia, Idaho, US",2022-04-21 04:20:46,5029,52
"Clark, Idaho, US",2022-04-21 04:20:46,109,1
"Clearwater, Idaho, US",2022-04-21 04:20:46,2307,33
"Custer, Idaho, US",2022-04-21 04:20:46,526,9
"Elmore, Idaho, US",2022-04-21 04:20:46,7206,70
"Franklin, Idaho, US",2022-04-21 04:20:46,2330,29
"Fremont, Idaho, US",2022-04-21 04:20:46,2156,28
"Gem, Idaho, US",2022-04-21 04:20:46,3657,79
"Gooding, Idaho, US",2022-04-21 04:20:46,3287,55
"Idaho, Idaho, US",2022-04-21 04:20:46,2971,52
"Jefferson, Idaho, US",2022-04-21 04:20:46,6032,65
"Jerome, Idaho, US",2022-04-21 04:20:46,6072,65
"Kootenai, Idaho, US",2022-04-21 04:20:46,41960,592
"Latah, Idaho, US",2022-04-21 04:20:46,6711,48
"Lemhi, Idaho, US",2022-04-21 04:20:46,1254,25
"Lewis, Idaho, US",2022-04-21 04:20:46,1134,29
"Lincoln, Idaho, US",2022-04-21 04:20:46,1106,15
"Madison, Idaho, US",2022-04-21 04:20:46,12656,50
"Minidoka, Idaho, US",2022-04-21 04:20:46,4228,62
"Nez Perce, Idaho, US",2022-04-21 04:20:46,8905,147
"Oneida, Idaho, US",2022-04-21 04:20:46,802,11
"Owyhee, Idaho, US",2022-04-21 04:20:46,2266,53
"Payette, Idaho, US",2022-04-21 04:20:46,5537,86
"Power, Idaho, US",2022-04-21 04:20:46,1468,20
"Shoshone, Idaho, US",2022-04-21 04:20:46,2734,76
"Teton, Idaho, US",2022-04-21 04:20:46,2716,9
"Twin Falls, Idaho, US",2022-04-21 04:20:46,24037,293
"Unassigned, Idaho, US",2022-04-21 04:20:46,0,0
"Valley, Idaho, US",2022-04-21 04:20:46,2609,16
"Washington, Idaho, US",2022-04-21 04:20:46,2388,57
"Adams, Illinois, US",2022-04-21 04:20:46,22360,209
"Alexander, Illinois, US",2022-04-21 04:20:46,1284,15
"Bond, Illinois, US",2022-04-21 04:20:46,4336,31
"Boone, Illinois, US",2022-04-21 04:20:46,13860,117
"Brown, Illinois, US",2022-04-21 04:20:46,2408,15
"Bureau, Illinois, US",2022-04-21 04:20:46,8368,127
"Calhoun, Illinois, US",2022-04-21 04:20:46,1523,5
"Carroll, Illinois, US",2022-04-21 04:20:46,4250,48
"Cass, Illinois, US",2022-04-21 04:20:46,4615,35
"Champaign, Illinois, US",2022-04-21 04:20:46,64315,287
"Christian, Illinois, US",2022-04-21 04:20:46,10247,111
"Clark, Illinois, US",2022-04-21 04:20:46,4853,52
"Clay, Illinois, US",2022-04-21 04:20:46,4738,68
"Clinton, Illinois, US",2022-04-21 04:20:46,11974,113
"Coles, Illinois, US",2022-04-21 04:20:46,15354,173
"Cook, Illinois, US",2022-04-21 04:20:46,1146864,14316
"Crawford, Illinois, US",2022-04-21 04:20:46,6200,45
"Cumberland, Illinois, US",2022-04-21 04:20:46,3358,37
"De Witt, Illinois, US",2022-04-21 04:20:46,4334,37
"DeKalb, Illinois, US",2022-04-21 04:20:46,23559,194
"Douglas, Illinois, US",2022-04-21 04:20:46,6477,55
"DuPage, Illinois, US",2022-04-21 04:20:46,213313,1706
"Edgar, Illinois, US",2022-04-21 04:20:46,5172,59
"Edwards, Illinois, US",2022-04-21 04:20:46,1742,28
"Effingham, Illinois, US",2022-04-21 04:20:46,10671,136
"Fayette, Illinois, US",2022-04-21 04:20:46,7100,101
"Ford, Illinois, US",2022-04-21 04:20:46,4431,65
"Franklin, Illinois, US",2022-04-21 04:20:46,12261,165
"Fulton, Illinois, US",2022-04-21 04:20:46,10080,126
"Gallatin, Illinois, US",2022-04-21 04:20:46,1407,17
"Greene, Illinois, US",2022-04-21 04:20:46,3613,45
"Grundy, Illinois, US",2022-04-21 04:20:46,12711,136
"Hamilton, Illinois, US",2022-04-21 04:20:46,2176,31
"Hancock, Illinois, US",2022-04-21 04:20:46,4382,48
"Hardin, Illinois, US",2022-04-21 04:20:46,1054,20
"Henderson, Illinois, US",2022-04-21 04:20:46,1151,19
"Henry, Illinois, US",2022-04-21 04:20:46,12709,120
"Iroquois, Illinois, US",2022-04-21 04:20:46,7197,115
"Jackson, Illinois, US",2022-04-21 04:20:46,15581,119
"Jasper, Illinois, US",2022-04-21 04:20:46,2677,30
"Jefferson, Illinois, US",2022-04-21 04:20:46,11104,175
"Jersey, Illinois, US",2022-04-21 04:20:46,6243,72
"Jo Daviess, Illinois, US",2022-04-21 04:20:46,4035,36
"Johnson, Illinois, US",2022-04-21 04:20:46,4469,40
"Kane, Illinois, US",2022-04-21 04:20:46,127287,1125
"Kankakee, Illinois, US",2022-04-21 04:20:46,28925,365
"Kendall, Illinois, US",2022-04-21 04:20:46,31261,161
"Knox, Illinois, US",2022-04-21 04:20:46,12542,215
"LaSalle, Illinois, US",2022-04-21 04:20:46,29064,384
"Lake, Illinois, US",2022-04-21 04:20:46,151736,1383
"Lawrence, Illinois, US",2022-04-21 04:20:46,5487,42
"Lee, Illinois, US",2022-04-21 04:20:46,8795,79
"Livingston, Illinois, US",2022-04-21 04:20:46,10752,136
"Logan, Illinois, US",2022-04-21 04:20:46,9546,87
"Macon, Illinois, US",2022-04-21 04:20:46,30601,344
"Macoupin, Illinois, US",2022-04-21 04:20:46,12801,142
"Madison, Illinois, US",2022-04-21 04:20:46,70522,791
"Marion, Illinois, US",2022-04-21 04:20:46,11877,210
"Marshall, Illinois, US",2022-04-21 04:20:46,2770,31
"Mason, Illinois, US",2022-04-21 04:20:46,3905,60
"Massac, Illinois, US",2022-04-21 04:20:46,3872,68
"McDonough, Illinois, US",2022-04-21 04:20:46,7208,92
"McHenry, Illinois, US",2022-04-21 04:20:46,76536,480
"McLean, Illinois, US",2022-04-21 04:20:46,50395,291
"Menard, Illinois, US",2022-04-21 04:20:46,3515,20
"Mercer, Illinois, US",2022-04-21 04:20:46,4014,47
"Monroe, Illinois, US",2022-04-21 04:20:46,9507,127
"Montgomery, Illinois, US",2022-04-21 04:20:46,9818,105
"Morgan, Illinois, US",2022-04-21 04:20:46,9513,125
"Moultrie, Illinois, US",2022-04-21 04:20:46,4073,44
"Ogle, Illinois, US",2022-04-21 04:20:46,14019,128
"Out of IL, Illinois, US",2022-04-21 04:20:46,5,0
"Peoria, Illinois, US",2022-04-21 04:20:46,46801,518
"Perry, Illinois, US",2022-04-21 04:20:46,7471,97
"Piatt, Illinois, US",2022-04-21 04:20:46,4482,23
"Pike, Illinois, US",2022-04-21 04:20:46,5037,67
"Pope, Illinois, US",2022-04-21 04:20:46,957,8
"Pulaski, Illinois, US",2022-04-21 04:20:46,1724,19
"Putnam, Illinois, US",2022-04-21 04:20:46,1147,9
"Randolph, Illinois, US",2022-04-21 04:20:46,10476,125
"Richland, Illinois, US",2022-04-21 04:20:46,5161,74
"Rock Island, Illinois, US",2022-04-21 04:20:46,33237,477
"Saline, Illinois, US",2022-04-21 04:20:46,7882,95
"Sangamon, Illinois, US",2022-04-21 04:20:46,55162,389
"Schuyler, Illinois, US",2022-04-21 04:20:46,1958,17
"Scott, Illinois, US",2022-04-21 04:20:46,1259,11
"Shelby, Illinois, US",2022-04-21 04:20:46,6211,77
"St. Clair, Illinois, US",2022-04-21 04:20:46,63819,730
"Stark, Illinois, US",2022-04-21 04:20:46,1515,33
"Stephenson, Illinois, US",2022-04-21 04:20:46,11500,157
"Tazewell, Illinois, US",2022-04-21 04:20:46,36812,464
"Unassigned, Illinois, US",2022-04-21 04:20:46,79,2433
"Union, Illinois, US",2022-04-21 04:20:46,5372,64
"Vermilion, Illinois, US",2022-04-21 04:20:46,27976,296
"Wabash, Illinois, US",2022-04-21 04:20:46,3714,28
"Warren, Illinois, US",2022-04-21 04:20:46,4011,84
"Washington, Illinois, US",2022-04-21 04:20:46,3432,35
"Wayne, Illinois, US",2022-04-21 04:20:46,5298,84
"White, Illinois, US",2022-04-21 04:20:46,4403,49
"Whiteside, Illinois, US",2022-04-21 04:20:46,15415,225
"Will, Illinois, US",2022-04-21 04:20:46,163589,1531
"Williamson, Illinois, US",2022-04-21 04:20:46,22592,249
"Winnebago, Illinois, US",2022-04-21 04:20:46,76834,819
"Woodford, Illinois, US",2022-04-21 04:20:46,10414,111
"Adams, Indiana, US",2022-04-21 04:20:46,7265,112
"Allen, Indiana, US",2022-04-21 04:20:46,103936,1184
"Bartholomew, Indiana, US",2022-04-21 04:20:46,21349,249
"Benton, Indiana, US",2022-04-21 04:20:46,2478,21
